latitude	longitude	population
-21.3509722	165.16125	1.4481671
-21.36875	165.2618056	1.4481671
-21.35125	165.1629167	1.4481671
-21.3518056	165.1604167	1.4481671
-21.3568056	165.1418056	1.4481671
-21.3648611	165.1848611	1.4481671
-21.3484722	165.16125	1.4481671
-21.3673611	165.1881944	1.4481671
-21.4018056	165.2173611	1.4481671
-21.3568056	165.1423611	1.4481671
-21.3568056	165.1409722	1.4481671
-21.3968056	165.2504167	1.4481671
-21.3504167	165.1623611	1.4481671
-21.35125	165.1631944	1.4481671
-21.3673611	165.1879167	1.4481671
-21.4018056	165.2573611	1.4481671
-21.40375	165.2195833	1.4481671
-21.3509722	165.1615278	1.4481671
-21.4029167	165.2179167	1.4481671
-21.3479167	165.1618056	1.4481671
-21.3856944	165.1915278	1.4481671
-21.3506944	165.1629167	1.4481671
-21.35125	165.1615278	1.4481671
-21.3506944	165.1620833	1.4481671
-21.35125	165.1618056	1.4481671
-21.3479167	165.16125	1.4481671
-21.3484722	165.1609722	1.4481671
-21.4031944	165.2406944	1.4481671
-21.3518056	165.1626389	1.4481671
-21.4015278	165.1956944	1.4481671
-21.3526389	165.1623611	1.4481671
-21.3568056	165.1420833	1.4481671
-21.3934722	165.2170833	1.4481671
-21.4018056	165.1959722	1.4481671
-21.3690278	165.2518056	1.4481671
-21.3495833	165.1618056	1.4481671
-21.3929167	165.2170833	1.4481671
-21.3904167	165.2101389	1.4481671
-21.3540278	165.1573611	1.4481671
-21.3520833	165.1604167	1.4481671
-21.3479167	165.1601389	1.4481671
-21.34875	165.1606944	1.4481671
-21.3559722	165.1534722	1.4481671
-21.4018056	165.2576389	1.4481671
-21.3556944	165.1534722	1.4481671
-21.3565278	165.1406944	1.4481671
-21.3515278	165.1618056	1.4481671
-21.35125	165.16125	1.4481671
-21.3509722	165.2023611	1.4481671
-21.3523611	165.16375	1.4481671
-21.3518056	165.1615278	1.4481671
-21.3509722	165.1618056	1.4481671
-21.3476389	165.1593056	1.4481671
-21.3484722	165.1604167	1.4481671
-21.37625	165.1976389	1.4481671
-21.3518056	165.1609722	1.4481671
-21.3815278	165.2426389	1.4481671
-21.3806944	165.2095833	1.4481671
-21.4020833	165.1970833	1.4481671
-21.3476389	165.1604167	1.4481671
-21.3506944	165.16625	1.4481671
-21.3970833	165.2504167	1.4481671
-21.3768056	165.2051389	1.4481671
-21.3506944	165.1601389	1.4481671
-21.3920833	165.2081944	1.4481671
-21.3504167	165.1606944	1.4481671
-21.4020833	165.2156944	1.4481671
-21.3526389	165.16375	1.4481671
-21.3920833	165.2079167	1.4481671
-21.3915278	165.1970833	1.4481671
-21.3481944	165.1598611	1.4481671
-21.3970833	165.2501389	1.4481671
-21.3479167	165.1626389	1.4481671
-21.3509722	165.1606944	1.4481671
-21.3518056	165.1606944	1.4481671
-21.3504167	165.16125	1.4481671
-21.3509722	165.1609722	1.4481671
-21.3515278	165.1606944	1.4481671
-21.3520833	165.1606944	1.4481671
-21.3481944	165.1618056	1.4481671
-21.3476389	165.1595833	1.4481671
-21.34875	165.16125	1.4481671
-21.3956944	165.2126389	1.4481671
-21.3484722	165.1601389	1.4481671
-21.3565278	165.1409722	1.4481671
-21.3529167	165.16375	1.4481671
-21.3504167	165.1604167	1.4481671
-21.37625	165.1948611	1.4481671
-21.3515278	165.1620833	1.4481671
-21.3906944	165.2101389	1.4481671
-21.3484722	165.1595833	1.4481671
-21.35125	165.1601389	1.4481671
-21.3690278	165.2520833	1.4481671
-21.3484722	165.1606944	1.4481671
-21.3990278	165.2570833	1.4481671
-21.3490278	165.1609722	1.4481671
-21.3515278	165.1631944	1.4481671
-21.3854167	165.19125	1.4481671
-21.3540278	165.1656944	1.4481671
-21.3531944	165.1629167	1.4481671
-21.3556944	165.1693056	1.4481671
-21.3515278	165.1626389	1.4481671
-21.3506944	165.1598611	1.4481671
-21.3520833	165.16125	1.4481671
-21.3515278	165.1604167	1.4481671
-21.3520833	165.16375	1.4481671
-21.3240278	165.1248611	1.4481671
-21.3245833	165.1209722	1.4481671
-21.3256944	165.1026389	1.4481671
-21.2976389	165.0245833	1.4481671
-21.3240278	165.1173611	1.4481671
-21.3243056	165.0023611	1.4481671
-21.2979167	165.0245833	1.4481671
-21.3259722	165.0956944	1.4481671
-21.3245833	165.1193056	1.4481671
-21.32375	165.1190278	1.4481671
-21.3015278	165.0418056	1.4481671
-21.3243056	165.1206944	1.4481671
-21.32375	165.1170833	1.4481671
-21.3243056	165.0018056	1.4481671
-21.3240278	165.1245833	1.4481671
-21.32375	165.11875	1.4481671
-21.3145833	165.0245833	1.4481671
-21.3248611	165.0948611	1.4481671
-21.3251389	165.1245833	1.4481671
-21.3234722	165.0018056	1.4481671
-21.2981944	165.0245833	1.4481671
-21.3231944	165.1231944	1.4481671
-21.3120833	165.0159722	1.4481671
-21.29875	165.0245833	1.4481671
-21.3059722	165.0031944	1.4481671
-21.3245833	165.0890278	1.4481671
-21.3206944	165.1243056	1.4481671
-21.3134722	165.0245833	1.4481671
-21.3240278	165.1170833	1.4481671
-21.2979167	165.0106944	1.4481671
-21.32375	165.0018056	1.4481671
-21.3056944	165.0020833	1.4481671
-21.32375	165.1173611	1.4481671
-21.2979167	165.0243056	1.4481671
-21.2873611	165.00875	1.4481671
-21.3068056	165.0026389	1.4481671
-21.3218056	165.0026389	1.4481671
-21.2981944	165.0243056	1.4481671
-21.3140278	165.0245833	1.4481671
-21.3251389	165.1248611	1.4481671
-21.1768056	165.2676389	1.4481671
-21.1765278	165.2676389	1.4481671
-21.3268056	165.0006944	1.4481671
-21.3301389	165.0020833	1.4481671
-21.3609722	165.1020833	1.4481671
-21.3590278	165.1009722	1.4481671
-21.3279167	165.0020833	1.4481671
-21.3265278	165.0015278	1.4481671
-21.3329167	165.1051389	1.4481671
-21.3309722	165.0004167	1.4481671
-21.3301389	165.0001389	1.4481671
-21.3315278	165.0001389	1.4481671
-21.3556944	165.0968056	1.4481671
-21.3315278	165.0004167	1.4481671
-21.3551389	165.0981944	1.4481671
-20.8473611	164.5915278	1.1300708
-20.8276389	164.62125	1.1300708
-20.8193056	164.6145833	1.1300708
-20.8201389	164.6170833	1.1300708
-20.83875	164.6120833	1.1300708
-20.8170833	164.6176389	1.1300708
-20.8231944	164.6156944	1.1300708
-20.8243056	164.6179167	1.1300708
-20.8465278	164.6004167	1.1300708
-20.82875	164.6245833	1.1300708
-20.86125	164.6140278	1.1300708
-20.85625	164.62125	1.1300708
-20.8190278	164.6170833	1.1300708
-20.8273611	164.6168056	1.1300708
-20.8273611	164.62125	1.1300708
-20.8298611	164.6256944	1.1300708
-20.8223611	164.6156944	1.1300708
-20.8590278	164.6148611	1.1300708
-20.8240278	164.6173611	1.1300708
-20.8615278	164.61375	1.1300708
-20.8431944	164.6123611	1.1300708
-20.8245833	164.6173611	1.1300708
-20.8251389	164.6218056	1.1300708
-20.8245833	164.6165278	1.1300708
-20.8390278	164.6123611	1.1300708
-20.8281944	164.6218056	1.1300708
-20.8568056	164.6165278	1.1300708
-20.8245833	164.6168056	1.1300708
-20.8179167	164.6170833	1.1300708
-20.8440278	164.5923611	1.1300708
-20.8409722	164.6131944	1.1300708
-20.8409722	164.61375	1.1300708
-20.8423611	164.6129167	1.1300708
-20.8295833	164.6254167	1.1300708
-20.8270833	164.6198611	1.1300708
-20.84875	164.6040278	1.1300708
-20.8218056	164.6154167	1.1300708
-20.8465278	164.6001389	1.1300708
-20.82875	164.6248611	1.1300708
-20.8623611	164.6026389	1.1300708
-20.8204167	164.61875	1.1300708
-20.8173611	164.6173611	1.1300708
-20.8420833	164.6129167	1.1300708
-20.8573611	164.6209722	1.1300708
-20.8565278	164.6126389	1.1300708
-20.8273611	164.6181944	1.1300708
-20.8265278	164.6229167	1.1300708
-20.8626389	164.6045833	1.1300708
-20.8593056	164.6170833	1.1300708
-20.8201389	164.61625	1.1300708
-20.8279167	164.6209722	1.1300708
-20.8698611	164.6818056	1.1300708
-20.84375	164.5923611	1.1300708
-20.8268056	164.6195833	1.1300708
-20.8615278	164.6329167	1.1300708
-20.8143056	164.61625	1.1300708
-21.0076389	164.7051389	1.1300708
-21.0068056	164.7040278	1.1300708
-21.0093056	164.7068056	1.1300708
-21.0095833	164.7084722	1.1300708
-21.0329167	164.7079167	1.1300708
-21.0098611	164.7098611	1.1300708
-21.0101389	164.7079167	1.1300708
-21.0090278	164.7084722	1.1300708
-21.0095833	164.7095833	1.1300708
-20.9795833	164.7129167	1.1300708
-21.0115278	164.7048611	1.1300708
-21.00875	164.7073611	1.1300708
-21.0073611	164.7054167	1.1300708
-21.0129167	164.7056944	1.1300708
-21.0098611	164.7076389	1.1300708
-21.0079167	164.7118056	1.1300708
-21.0098611	164.7101389	1.1300708
-21.0093056	164.7059722	1.1300708
-21.0109722	164.7059722	1.1300708
-21.0090278	164.7106944	1.1300708
-21.01125	164.7076389	1.1300708
-21.00875	164.7070833	1.1300708
-21.0418056	164.70375	1.1300708
-21.0054167	164.7156944	1.1300708
-21.0081944	164.7051389	1.1300708
-21.0093056	164.71125	1.1300708
-21.0093056	164.7073611	1.1300708
-21.0090278	164.7065278	1.1300708
-21.0076389	164.7054167	1.1300708
-21.00875	164.7048611	1.1300708
-21.0093056	164.70375	1.1300708
-21.00625	164.7079167	1.1300708
-21.0095833	164.7076389	1.1300708
-21.0029167	164.7109722	1.1300708
-21.0101389	164.70625	1.1300708
-21.0068056	164.7045833	1.1300708
-21.0084722	164.7126389	1.1300708
-21.0070833	164.7043056	1.1300708
-21.0348611	164.7059722	1.1300708
-20.9795833	164.7184722	1.1300708
-20.9798611	164.71875	1.1300708
-21.00625	164.7045833	1.1300708
-21.0076389	164.7040278	1.1300708
-21.0095833	164.70625	1.1300708
-21.0420833	164.7051389	1.1300708
-21.0093056	164.7065278	1.1300708
-21.0334722	164.7098611	1.1300708
-21.0079167	164.7048611	1.1300708
-20.98375	164.7218056	1.1300708
-21.0118056	164.7043056	1.1300708
-21.0095833	164.7073611	1.1300708
-21.0093056	164.7115278	1.1300708
-21.0095833	164.7068056	1.1300708
-21.0415278	164.7054167	1.1300708
-21.0081944	164.7084722	1.1300708
-21.0070833	164.7045833	1.1300708
-21.0076389	164.7126389	1.1300708
-20.9984722	164.7176389	1.1300708
-21.0098611	164.7104167	1.1300708
-21.0093056	164.7104167	1.1300708
-21.0104167	164.7098611	1.1300708
-21.0101389	164.7106944	1.1300708
-20.9795833	164.7190278	1.1300708
-21.0093056	164.7040278	1.1300708
-21.0065278	164.7043056	1.1300708
-21.0104167	164.7068056	1.1300708
-21.0123611	164.70625	1.1300708
-21.00875	164.7101389	1.1300708
-21.00875	164.7006944	1.1300708
-21.03625	164.7009722	1.1300708
-21.0418056	164.6954167	1.1300708
-21.0420833	164.6976389	1.1300708
-21.0081944	164.7023611	1.1300708
-21.0395833	164.6970833	1.1300708
-21.0401389	164.6976389	1.1300708
-21.0101389	164.7006944	1.1300708
-21.0165278	164.6954167	1.1300708
-21.0356944	164.6943056	1.1300708
-21.0145833	164.69875	1.1300708
-21.0415278	164.6981944	1.1300708
-21.0420833	164.6968056	1.1300708
-21.0084722	164.7029167	1.1300708
-21.0370833	164.6993056	1.1300708
-21.0181944	164.7004167	1.1300708
-21.0390278	164.6968056	1.1300708
-21.0406944	164.6976389	1.1300708
-21.0418056	164.6979167	1.1300708
-21.0115278	164.70125	1.1300708
-21.0084722	164.7023611	1.1300708
-21.0081944	164.7034722	1.1300708
-21.0106944	164.7031944	1.1300708
-21.0104167	164.7009722	1.1300708
-21.0159722	164.6976389	1.1300708
-21.0356944	164.6995833	1.1300708
-21.04125	164.6990278	1.1300708
-21.0393056	164.6965278	1.1300708
-21.0356944	164.69875	1.1300708
-21.0370833	164.6968056	1.1300708
-21.0370833	164.6998611	1.1300708
-21.0143056	164.7009722	1.1300708
-21.0156944	164.6970833	1.1300708
-21.0081944	164.7020833	1.1300708
-21.0354167	164.6984722	1.1300708
-21.0406944	164.6973611	1.1300708
-21.0420833	164.6979167	1.1300708
-21.0356944	164.6976389	1.1300708
-21.0106944	164.7020833	1.1300708
-21.0323611	164.69625	1.1300708
-21.0106944	164.70125	1.1300708
-21.0173611	164.6945833	1.1300708
-21.0329167	164.6979167	1.1300708
-21.0401389	164.6981944	1.1300708
-21.0176389	164.6956944	1.1300708
-21.0351389	164.7015278	1.1300708
-21.0084722	164.7009722	1.1300708
-21.0384722	164.6965278	1.1300708
-21.0393056	164.6968056	1.1300708
-21.0104167	164.7029167	1.1300708
-21.0420833	164.6965278	1.1300708
-21.0081944	164.7026389	1.1300708
-21.0395833	164.6968056	1.1300708
-21.03875	164.6973611	1.1300708
-21.0368056	164.69875	1.1300708
-21.0331944	164.7029167	1.1300708
-21.04125	164.6973611	1.1300708
-21.0365278	164.69875	1.1300708
-21.0356944	164.6998611	1.1300708
-21.0170833	164.6956944	1.1300708
-21.0090278	164.7031944	1.1300708
-21.0095833	164.70125	1.1300708
-21.0043056	164.6709722	1.1300708
-21.0123611	164.6743056	1.1300708
-20.9654167	164.6670833	1.1300708
-20.9651389	164.67125	1.1300708
-21.0104167	164.6831944	1.1300708
-20.9479167	164.6818056	1.1300708
-21.0123611	164.6823611	1.1300708
-20.9573611	164.6793056	1.1300708
-20.9484722	164.68375	1.1300708
-20.96875	164.6576389	1.1300708
-21.0104167	164.6840278	1.1300708
-20.9484722	164.6829167	1.1300708
-20.9573611	164.6781944	1.1300708
-21.0054167	164.6715278	1.1300708
-21.0054167	164.6718056	1.1300708
-20.9479167	164.6831944	1.1300708
-20.9570833	164.6779167	1.1300708
-20.9676389	164.6570833	1.1300708
-20.9601389	164.6781944	1.1300708
-21.0059722	164.6726389	1.1300708
-20.9681944	164.6643056	1.1300708
-20.9498611	164.6840278	1.1300708
-20.9573611	164.6801389	1.1300708
-20.9490278	164.6840278	1.1300708
-20.9684722	164.6576389	1.1300708
-21.0056944	164.6723611	1.1300708
-21.0015278	164.6690278	1.1300708
-20.9695833	164.6506944	1.1300708
-20.9568056	164.6781944	1.1300708
-20.96875	164.6581944	1.1300708
-20.9484722	164.6668056	1.1300708
-20.9504167	164.6840278	1.1300708
-20.9479167	164.6840278	1.1300708
-21.0029167	164.6690278	1.1300708
-20.9581944	164.6779167	1.1300708
-21.01125	164.6815278	1.1300708
-20.9651389	164.6693056	1.1300708
-20.9481944	164.6834722	1.1300708
-21.0134722	164.68375	1.1300708
-20.96625	164.6676389	1.1300708
-21.0120833	164.6823611	1.1300708
-21.7570833	165.7029167	0.9486539
-21.7454167	165.7004167	0.9486539
-21.7301389	165.7001389	0.9486539
-21.7504167	165.7001389	0.9486539
